
btools 21 []
btree 26 []
bu 15 []
bucho 23 []
bucky 208 []
bud.nospam 12 ['setuptools']
bugh 16 "['sh'  'requests']"
bug-repo-syncer 29 []
bugsnag 209381 []
bugspots 10 "['""GitPython>=0.3""']"
bugwarrior 257 "['""twiggy""'  '""bitlyapi""'  '""requests""'  '""offtrac""'  '""python-bugzilla""'  '""taskw >= 0.4.2""']"
bugzillatools 476 []
buildbot-slave 4337 []
buildkit 10 []
BuildNotify 63 []
buildout.autoextras 14 []
buildout.dumppickedversions 604 "['setuptools'  'zc.buildout']"
buildout.dumprequirements 11 "['setuptools'  'zc.buildout']"
buildout.eggnest 12 "['setuptools'  'zc.buildout']"
buildout.eggtractor 25 "['setuptools'  'zc.buildout']"
buildout.locallib 339 []
buildout-md5sums 14 []
buildoutpip 10 ['# -*- Extra requirements: -*-']
buildout.recipe.isolation 17 []
buildout.recipe.uwsgi 1375 []
buildout.removeaddledeggs 9 "['setuptools'  'zc.buildout']"
buildout.umask 28 "['setuptools'  '# -*- Extra requirements: -*-']"
buildout-versions 23 ['zc.buildout>=1.5.0']
buildozer 3526 []
bulbs 127 []
BulkWhois 12 []
bullfrog 13 ['flask']
bullwinkle 23 []
buml 11 []
bunch 54788 []
bundle-celery 14 "['celery>=2.5'  '<3.0'  'django-celery>=2.5'  '<3.0'  'Flask-Celery>=2.5'  '<3.0'  'django'  'setproctitle'  'celerymon'  'cyme'  'kombu-sqlalchemy'  'django-kombu']"
bundleman 13 []
bunnyq 15 []
buoyantBoussinesqPimpleFlux 9 []
buoyantBoussinesqPisoFlux 9 []
buoyantBoussinesqSimpleFlux 15 []
buoyantPimpleFlux 17 []
buoyantPisoFlux 14 []
buoyantSimpleFlux 19 []
buoyantSimpleRadiationFlux 22 []
burn 28 "['""setuptools""'  '""docutils >=0.6""']"
Buro 32 []
burrahobbit 13 []
BusScraper 30 "['""httplib2""'  '""BeautifulSoup""']"
buster-selenium 13 []
busyflow.pivotal 24 "['setuptools'  'xmlbuilder'  'python-dateutil'  'poster']"
Butteur 9 "['jinja2'  'ply']"
bw2all 11 []
bw.forms 14 ['tw.forms >= 0.9.3']
bwikibot 21 "['""httplib2 >= 0.7.0""']"
bw-stats-toolkit 17 []
byCycleCore 14 []
bytehold 8 []
bz2file 718459 []
bzconsole 25 ['patch']
bzr-automirror 11 []
bzr-bash-completion 28 []
bzr-colo 17 []
bzr-killtrailing 15 []
bzr-pqm 9 "['bzr'  'launchpadlib']"
bzrsync 11 "['automa>=0.1.19'  'CmdUtils'  'bzr'  'PyYAML>=3.09'  'simplejson>=2.1.2'  'jsonrpc2>=0.3'  '# -*- Extra requirements: -*-']"
c 519 []
c2.app.replaceword 8 "['setuptools'  '# -*- Extra requirements: -*-']"
c2c.recipe.closurecompile 16 []
c2c.recipe.cssmin 15 []
c2c.recipe.facts 32 []
c2c.recipe.msgfmt 12 []
c2.patch.filenamenormalizer 19 "['setuptools'  '# -*- Extra requirements: -*-']"
