,setuptools,six,Degree,HIT,Closeness,Betweenness,PageRank,classification
3129,True,False,2,0.0005575778012908071,0.30937271503476677,0.0005771999991320295,0.00022753073037393729,baja
3130,False,False,1,1.3546448370711074e-05,0.23624325652152434,0.0,0.00013990543768084112,baja
3131,True,False,4,0.0005662734678217323,0.30948353180383087,0.00024684969658574996,0.00027472161089779726,baja
3132,True,False,3,0.0005640296528050363,0.31732647136657605,0.002587553276557193,0.0002833275613092708,baja
3133,False,False,1,1.3703197210529844e-05,0.24085320228959367,0.0,0.0001233895299172078,baja
3134,True,False,4,0.0005676061700693612,0.3121671574070436,0.00108136183811228,0.00029241647500406916,baja
3135,True,False,3,0.000564758234561055,0.3120544108039169,0.0009814476971159156,0.00023769320343629193,baja
3136,True,False,2,0.0005592418080674678,0.30937271503476677,8.991202697520247e-05,0.00017189943704583755,baja
3137,True,False,3,0.0005595865830090407,0.31093140797601254,0.0026942018908694197,0.0002478051977854553,baja
3138,False,False,1,8.16020956741282e-07,0.22570549893243075,0.0,0.00012313982247025,baja
3139,False,False,1,8.672702374550407e-07,0.21838878986751212,0.0,0.00012448362111186327,baja
3140,False,False,1,9.743718295384166e-10,0.15522131595119604,0.0,0.00015461064464240165,baja
3141,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3142,False,False,2,8.165034719133552e-07,0.22579397619583036,0.001730598493638198,0.00024413245405092922,baja
3143,True,False,2,0.0005830143250154786,0.3097886876706149,0.0,0.00015274667289349737,baja
3144,False,False,1,8.672702374550407e-07,0.21838878986751212,0.0,0.00012448362111186327,baja
3145,False,False,2,3.361548737261573e-07,0.2018811028479105,8.526122081774847e-05,0.00022036649735572605,baja
3146,False,False,1,4.151963420737247e-07,0.21948447857572587,0.0,0.00012525081435561106,baja
3147,False,False,1,8.16020956741282e-07,0.22570549893243075,0.0,0.00012313982247025,baja
3148,False,False,1,9.214690278132843e-10,0.151658881852439,0.0,0.00014787009724929063,baja
3149,False,False,6,7.928321341683671e-07,0.22600069315023408,0.002409823556465649,0.0005502870756433568,baja
3150,False,False,1,1.9261992763429315e-08,0.18432013864818025,0.0,0.00012080254852793061,baja
3151,False,False,2,2.7321598622600977e-09,0.1551864660823251,1.6915999546607823e-05,0.0001772464683016938,baja
3152,False,False,3,2.121796433923548e-08,0.18914199866754486,0.0016020157723625889,0.00029481567474447153,baja
3153,False,False,2,2.7321598622600977e-09,0.1551864660823251,1.6915999546607823e-05,0.0001772464683016938,baja
3154,False,False,1,3.2999551163284715e-07,0.19252423818469053,0.0,0.0001350308249515166,baja
3155,False,False,2,2.7321598622600977e-09,0.1551864660823251,1.6915999546607823e-05,0.0001772464683016938,baja
3156,False,False,2,2.7321598622600977e-09,0.1551864660823251,1.6915999546607823e-05,0.0001772464683016938,baja
